
2024/08/04 (15:22:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/04 (15:22:57) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/04 (15:22:57) | ERROR: Invalid size of hex value: AAA
2024/08/04 (15:22:57) | ERROR: Invalid size of hex value: ccc

2024/08/05 (09:40:58) | ===> btop++ v.1.3.2
2024/08/05 (09:40:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/05 (09:40:58) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/05 (09:40:58) | ERROR: Invalid size of hex value: AAA
2024/08/05 (09:40:58) | ERROR: Invalid size of hex value: ccc

2024/08/05 (20:46:59) | ===> btop++ v.1.3.2
2024/08/05 (20:46:59) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/05 (20:46:59) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/05 (20:46:59) | ERROR: Invalid size of hex value: AAA
2024/08/05 (20:46:59) | ERROR: Invalid size of hex value: ccc

2024/08/05 (21:15:48) | ===> btop++ v.1.3.2
2024/08/05 (21:15:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/05 (21:15:48) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/05 (21:15:48) | ERROR: Invalid size of hex value: AAA
2024/08/05 (21:15:48) | ERROR: Invalid size of hex value: ccc

2024/08/06 (10:44:05) | ===> btop++ v.1.3.2
2024/08/06 (10:44:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/06 (10:44:05) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/06 (10:44:05) | ERROR: Invalid size of hex value: AAA
2024/08/06 (10:44:05) | ERROR: Invalid size of hex value: ccc

2024/08/06 (16:50:06) | ===> btop++ v.1.3.2
2024/08/06 (16:50:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/06 (16:50:06) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/06 (16:50:06) | ERROR: Invalid size of hex value: AAA
2024/08/06 (16:50:06) | ERROR: Invalid size of hex value: ccc

2024/08/07 (11:35:16) | ===> btop++ v.1.3.2
2024/08/07 (11:35:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/07 (11:35:16) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/07 (11:35:16) | ERROR: Invalid size of hex value: AAA
2024/08/07 (11:35:16) | ERROR: Invalid size of hex value: ccc

2024/08/07 (21:55:22) | ===> btop++ v.1.3.2
2024/08/07 (21:55:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/07 (21:55:22) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/07 (21:55:22) | ERROR: Invalid size of hex value: AAA
2024/08/07 (21:55:22) | ERROR: Invalid size of hex value: ccc

2024/08/08 (12:09:22) | ===> btop++ v.1.3.2
2024/08/08 (12:09:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/08 (12:09:22) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/08 (12:09:22) | ERROR: Invalid size of hex value: AAA
2024/08/08 (12:09:22) | ERROR: Invalid size of hex value: ccc

2024/08/24 (20:49:15) | ===> btop++ v.1.3.2
2024/08/24 (20:49:15) | ERROR: No tty detected!
btop++ needs an interactive shell to run.

2024/08/24 (20:49:20) | ===> btop++ v.1.3.2
2024/08/24 (20:49:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/24 (20:49:20) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/24 (20:49:20) | ERROR: Invalid size of hex value: AAA
2024/08/24 (20:49:20) | ERROR: Invalid size of hex value: ccc

2024/08/24 (22:41:55) | ===> btop++ v.1.3.2
2024/08/24 (22:41:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/24 (22:41:55) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/24 (22:41:55) | ERROR: Invalid size of hex value: AAA
2024/08/24 (22:41:55) | ERROR: Invalid size of hex value: ccc

2024/08/25 (11:26:35) | ===> btop++ v.1.3.2
2024/08/25 (11:26:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/25 (11:26:35) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/25 (11:26:35) | ERROR: Invalid size of hex value: AAA
2024/08/25 (11:26:35) | ERROR: Invalid size of hex value: ccc

2024/08/25 (11:39:03) | ===> btop++ v.1.3.2
2024/08/25 (11:39:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/25 (11:39:03) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/25 (11:39:03) | ERROR: Invalid size of hex value: AAA
2024/08/25 (11:39:03) | ERROR: Invalid size of hex value: ccc

2024/08/25 (11:39:44) | ===> btop++ v.1.3.2
2024/08/25 (11:39:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/25 (11:39:44) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/25 (11:39:44) | ERROR: Invalid size of hex value: AAA
2024/08/25 (11:39:44) | ERROR: Invalid size of hex value: ccc

2024/08/25 (12:33:22) | ===> btop++ v.1.3.2
2024/08/25 (12:33:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/25 (12:33:22) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/25 (12:33:22) | ERROR: Invalid size of hex value: AAA
2024/08/25 (12:33:22) | ERROR: Invalid size of hex value: ccc

2024/08/25 (12:34:03) | ===> btop++ v.1.3.2
2024/08/25 (12:34:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/25 (12:34:03) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/25 (12:34:03) | ERROR: Invalid size of hex value: AAA
2024/08/25 (12:34:03) | ERROR: Invalid size of hex value: ccc

2024/08/26 (12:24:15) | ===> btop++ v.1.3.2
2024/08/26 (12:24:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/26 (12:24:16) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/26 (12:24:16) | ERROR: Invalid size of hex value: AAA
2024/08/26 (12:24:16) | ERROR: Invalid size of hex value: ccc
2024/08/26 (12:25:27) | ERROR: Invalid size of hex value: AAA
2024/08/26 (12:25:27) | ERROR: Invalid size of hex value: ccc

2024/08/26 (14:24:28) | ===> btop++ v.1.3.2
2024/08/26 (14:24:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/26 (14:24:28) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/26 (14:24:29) | ERROR: Invalid size of hex value: AAA
2024/08/26 (14:24:29) | ERROR: Invalid size of hex value: ccc

2024/08/26 (23:07:36) | ===> btop++ v.1.3.2
2024/08/26 (23:07:36) | ERROR: No tty detected!
btop++ needs an interactive shell to run.

2024/08/27 (18:08:20) | ===> btop++ v.1.3.2
2024/08/27 (18:08:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/27 (18:08:20) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/27 (18:08:20) | ERROR: Invalid size of hex value: AAA
2024/08/27 (18:08:20) | ERROR: Invalid size of hex value: ccc

2024/08/28 (13:25:44) | ===> btop++ v.1.3.2
2024/08/28 (13:25:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/28 (13:25:44) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/28 (13:25:44) | ERROR: Invalid size of hex value: AAA
2024/08/28 (13:25:44) | ERROR: Invalid size of hex value: ccc

2024/08/31 (23:30:36) | ===> btop++ v.1.3.2
2024/08/31 (23:30:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/31 (23:30:36) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/31 (23:30:37) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:30:37) | ERROR: Invalid size of hex value: ccc

2024/08/31 (23:46:29) | ===> btop++ v.1.3.2
2024/08/31 (23:46:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/08/31 (23:46:29) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/08/31 (23:46:29) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:46:29) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:02) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:02) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:05) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:05) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:06) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:06) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:07) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:08) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:09) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:09) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:09) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:09) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:09) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:09) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:13) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:13) | ERROR: Invalid size of hex value: ccc
2024/08/31 (23:47:25) | ERROR: Invalid size of hex value: AAA
2024/08/31 (23:47:25) | ERROR: Invalid size of hex value: ccc

2024/09/01 (17:15:36) | ===> btop++ v.1.3.2
2024/09/01 (17:15:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/09/01 (17:15:36) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/09/01 (17:15:36) | ERROR: Invalid size of hex value: AAA
2024/09/01 (17:15:36) | ERROR: Invalid size of hex value: ccc

2024/11/20 (18:18:38) | ===> btop++ v.1.4.0
2024/11/20 (18:18:38) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/20 (18:18:57) | ERROR: Invalid size of hex value: AAA
2024/11/20 (18:18:57) | ERROR: Invalid size of hex value: ccc
2024/11/20 (18:19:02) | ERROR: Invalid size of hex value: AAA
2024/11/20 (18:19:02) | ERROR: Invalid size of hex value: ccc

2024/11/20 (18:21:35) | ===> btop++ v.1.4.0
2024/11/20 (18:21:35) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/20 (18:21:41) | ERROR: Invalid size of hex value: AAA
2024/11/20 (18:21:41) | ERROR: Invalid size of hex value: ccc

2024/11/20 (18:22:18) | ===> btop++ v.1.4.0
2024/11/20 (18:22:18) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/20 (18:22:18) | ERROR: Invalid size of hex value: AAA
2024/11/20 (18:22:18) | ERROR: Invalid size of hex value: ccc

2024/11/21 (19:11:18) | ===> btop++ v.1.4.0
2024/11/21 (19:11:18) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/21 (19:11:18) | ERROR: Invalid size of hex value: AAA
2024/11/21 (19:11:18) | ERROR: Invalid size of hex value: ccc

2024/11/22 (13:45:59) | ===> btop++ v.1.4.0
2024/11/22 (13:45:59) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/22 (13:45:59) | ERROR: Invalid size of hex value: AAA
2024/11/22 (13:45:59) | ERROR: Invalid size of hex value: ccc

2024/11/23 (11:58:56) | ===> btop++ v.1.4.0
2024/11/23 (11:58:56) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/23 (11:58:56) | ERROR: Invalid size of hex value: AAA
2024/11/23 (11:58:56) | ERROR: Invalid size of hex value: ccc

2024/11/23 (12:00:11) | ===> btop++ v.1.4.0
2024/11/23 (12:00:11) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/23 (12:00:11) | ERROR: Invalid size of hex value: AAA
2024/11/23 (12:00:11) | ERROR: Invalid size of hex value: ccc

2024/11/23 (12:01:17) | ===> btop++ v.1.4.0
2024/11/23 (12:01:17) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/23 (12:01:17) | ERROR: Invalid size of hex value: AAA
2024/11/23 (12:01:17) | ERROR: Invalid size of hex value: ccc

2024/11/23 (15:12:48) | ===> btop++ v.1.4.0
2024/11/23 (15:12:48) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/23 (15:12:48) | ERROR: Invalid size of hex value: AAA
2024/11/23 (15:12:48) | ERROR: Invalid size of hex value: ccc

2024/11/23 (18:28:27) | ===> btop++ v.1.4.0
2024/11/23 (18:28:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/23 (18:28:27) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/23 (18:28:27) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/23 (18:28:27) | ERROR: Invalid size of hex value: AAA
2024/11/23 (18:28:27) | ERROR: Invalid size of hex value: ccc

2024/11/24 (12:44:37) | ===> btop++ v.1.4.0
2024/11/24 (12:44:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/24 (12:44:38) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/24 (12:44:38) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/24 (12:44:38) | ERROR: Invalid size of hex value: AAA
2024/11/24 (12:44:38) | ERROR: Invalid size of hex value: ccc

2024/11/24 (13:21:00) | ===> btop++ v.1.4.0
2024/11/24 (13:21:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/24 (13:21:00) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/24 (13:21:00) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/24 (13:21:00) | ERROR: Invalid size of hex value: AAA
2024/11/24 (13:21:00) | ERROR: Invalid size of hex value: ccc

2024/11/24 (13:22:50) | ===> btop++ v.1.4.0
2024/11/24 (13:22:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/24 (13:22:50) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/24 (13:22:50) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/24 (13:22:50) | ERROR: Invalid size of hex value: AAA
2024/11/24 (13:22:50) | ERROR: Invalid size of hex value: ccc

2024/11/24 (14:26:06) | ===> btop++ v.1.4.0
2024/11/24 (14:26:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/24 (14:26:06) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/24 (14:26:06) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/24 (14:26:06) | ERROR: Invalid size of hex value: AAA
2024/11/24 (14:26:06) | ERROR: Invalid size of hex value: ccc

2024/11/24 (14:32:03) | ===> btop++ v.1.4.0
2024/11/24 (14:32:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/24 (14:32:03) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/24 (14:32:03) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/24 (14:32:03) | ERROR: Invalid size of hex value: AAA
2024/11/24 (14:32:03) | ERROR: Invalid size of hex value: ccc

2024/11/26 (21:40:50) | ===> btop++ v.1.4.0
2024/11/26 (21:40:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/26 (21:40:50) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/26 (21:40:50) | WARNING: Intel GPU: Failed to initialize PMU
2024/11/26 (21:40:50) | ERROR: Invalid size of hex value: AAA
2024/11/26 (21:40:50) | ERROR: Invalid size of hex value: ccc

2024/11/27 (09:29:57) | ===> btop++ v.1.4.0
2024/11/27 (09:29:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/27 (09:29:57) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/27 (09:29:57) | WARNING: Intel GPU: Failed to initialize PMU

2024/11/27 (18:21:34) | ===> btop++ v.1.4.0
2024/11/27 (18:21:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/27 (18:21:34) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/27 (18:21:34) | WARNING: Intel GPU: Failed to initialize PMU

2024/11/29 (14:36:17) | ===> btop++ v.1.4.0
2024/11/29 (14:36:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/29 (14:36:17) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/29 (14:36:17) | WARNING: Intel GPU: Failed to initialize PMU

2024/11/29 (19:12:49) | ===> btop++ v.1.4.0
2024/11/29 (19:12:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/29 (19:12:49) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/29 (19:12:49) | WARNING: Intel GPU: Failed to initialize PMU

2024/11/30 (14:17:35) | ===> btop++ v.1.4.0
2024/11/30 (14:17:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/11/30 (14:17:35) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/11/30 (14:17:35) | WARNING: Intel GPU: Failed to initialize PMU

2024/12/18 (03:47:13) | ===> btop++ v.1.4.0
2024/12/18 (03:47:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/12/18 (03:47:13) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/12/18 (03:47:13) | WARNING: Intel GPU: Failed to initialize PMU

2024/12/19 (02:08:27) | ===> btop++ v.1.4.0
2024/12/19 (02:08:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/12/19 (02:08:27) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2024/12/19 (02:08:27) | WARNING: Intel GPU: Failed to initialize PMU

2025/01/13 (14:57:13) | ===> btop++ v.1.4.0
2025/01/13 (14:57:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/01/13 (14:57:13) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2025/01/13 (14:57:13) | WARNING: Intel GPU: Failed to initialize PMU

2025/01/14 (09:44:03) | ===> btop++ v.1.4.0
2025/01/14 (09:44:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/01/14 (09:44:03) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2025/01/14 (09:44:03) | WARNING: Intel GPU: Failed to initialize PMU

2025/02/04 (15:52:35) | ===> btop++ v.1.4.0
2025/02/04 (15:52:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/02/04 (15:52:35) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2025/02/04 (15:52:36) | WARNING: Intel GPU: Failed to initialize PMU

2025/02/04 (21:50:10) | ===> btop++ v.1.4.0
2025/02/04 (21:50:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/02/04 (21:50:10) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2025/02/04 (21:50:10) | WARNING: Intel GPU: Failed to initialize PMU

2025/02/05 (20:02:53) | ===> btop++ v.1.4.0
2025/02/05 (20:02:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/02/05 (20:02:53) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2025/02/05 (20:02:53) | WARNING: Intel GPU: Failed to initialize PMU

2025/02/05 (20:08:14) | ===> btop++ v.1.4.0
2025/02/05 (20:08:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/02/05 (20:08:14) | WARNING: NVML: Failed to get GPU power usage: Not Supported
2025/02/05 (20:08:14) | WARNING: Intel GPU: Failed to initialize PMU

